City,Latitude,Country,Hemisphere,Type,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Naypyidaw,19.75,Myanmar,north,EQU-24N,-0.19,0.06,-0.07,-0.22,-0.21,-0.08,-0.23,-0.29,0.09,0.02,-0.32,-0.02,-0.32,-0.4,-0.46,-0.12,0.07,0.12,-0.23,-0.19,0.09,-0.05,-0.05,-0.25,-0.47,-0.17,-0.21,-0.29,-0.41,-0.43,-0.49,-0.4,-0.26,-0.44,-0.11,0.02,-0.45,-0.71,-0.34,-0.21,-0.35,-0.25,-0.3,-0.29,-0.22,-0.25,0.03,-0.1,-0.12,-0.25,-0.07,0.08,-0.19,-0.3,-0.28,-0.19,-0.06,0.02,-0.19,-0.14,0.25,0.53,0.12,-0.11,0.11,0.1,-0.02,-0.04,-0.23,-0.24,-0.3,0,0,0.08,-0.14,-0.29,-0.28,0.06,0.27,0.07,0.07,-0.06,-0.04,0.14,-0.13,-0.07,0.17,-0.11,-0.01,0.35,0.07,-0.3,0.05,0.06,-0.24,-0.31,-0.14,0.08,0.09,0.24,0.31,0.21,0.24,0.29,0.06,0.03,0.16,0.55,0.32,0.09,0.35,0.33,0.2,0.28,0.26,0.4,0.31,0.51,0.6,0.15,0.2,0.4,0.55,0.59,0.55,0.59,0.54,0.43,0.32,0.65,0.71,0.38,0.46,0.57,0.68,0.95,0.93,0.82
Hanoi,21.03,Vietnam,north,EQU-24N,-0.19,0.06,-0.07,-0.22,-0.21,-0.08,-0.23,-0.29,0.09,0.02,-0.32,-0.02,-0.32,-0.4,-0.46,-0.12,0.07,0.12,-0.23,-0.19,0.09,-0.05,-0.05,-0.25,-0.47,-0.17,-0.21,-0.29,-0.41,-0.43,-0.49,-0.4,-0.26,-0.44,-0.11,0.02,-0.45,-0.71,-0.34,-0.21,-0.35,-0.25,-0.3,-0.29,-0.22,-0.25,0.03,-0.1,-0.12,-0.25,-0.07,0.08,-0.19,-0.3,-0.28,-0.19,-0.06,0.02,-0.19,-0.14,0.25,0.53,0.12,-0.11,0.11,0.1,-0.02,-0.04,-0.23,-0.24,-0.3,0,0,0.08,-0.14,-0.29,-0.28,0.06,0.27,0.07,0.07,-0.06,-0.04,0.14,-0.13,-0.07,0.17,-0.11,-0.01,0.35,0.07,-0.3,0.05,0.06,-0.24,-0.31,-0.14,0.08,0.09,0.24,0.31,0.21,0.24,0.29,0.06,0.03,0.16,0.55,0.32,0.09,0.35,0.33,0.2,0.28,0.26,0.4,0.31,0.51,0.6,0.15,0.2,0.4,0.55,0.59,0.55,0.59,0.54,0.43,0.32,0.65,0.71,0.38,0.46,0.57,0.68,0.95,0.93,0.82
Havana,23.13,Cuba,north,EQU-24N,-0.19,0.06,-0.07,-0.22,-0.21,-0.08,-0.23,-0.29,0.09,0.02,-0.32,-0.02,-0.32,-0.4,-0.46,-0.12,0.07,0.12,-0.23,-0.19,0.09,-0.05,-0.05,-0.25,-0.47,-0.17,-0.21,-0.29,-0.41,-0.43,-0.49,-0.4,-0.26,-0.44,-0.11,0.02,-0.45,-0.71,-0.34,-0.21,-0.35,-0.25,-0.3,-0.29,-0.22,-0.25,0.03,-0.1,-0.12,-0.25,-0.07,0.08,-0.19,-0.3,-0.28,-0.19,-0.06,0.02,-0.19,-0.14,0.25,0.53,0.12,-0.11,0.11,0.1,-0.02,-0.04,-0.23,-0.24,-0.3,0,0,0.08,-0.14,-0.29,-0.28,0.06,0.27,0.07,0.07,-0.06,-0.04,0.14,-0.13,-0.07,0.17,-0.11,-0.01,0.35,0.07,-0.3,0.05,0.06,-0.24,-0.31,-0.14,0.08,0.09,0.24,0.31,0.21,0.24,0.29,0.06,0.03,0.16,0.55,0.32,0.09,0.35,0.33,0.2,0.28,0.26,0.4,0.31,0.51,0.6,0.15,0.2,0.4,0.55,0.59,0.55,0.59,0.54,0.43,0.32,0.65,0.71,0.38,0.46,0.57,0.68,0.95,0.93,0.82
Muscat,23.60,Oman,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Dhaka,23.73,Bangladesh,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Abu Dhabi,24.47,United Arab Emirates,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Riyadh,24.63,Saudi Arabia,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Taipei,25.03,Taiwan,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Nassau,25.07,Bahamas,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Doha,25.28,Qatar,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Manama,26.22,Bahrain,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
El Aaiún(declared),27.15,Sahrawi Arab Democratic Republic [c],north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Thimphu,27.47,Bhutan,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Kathmandu,27.70,Nepal,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
New Delhi,28.60,India,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Kuwait City,29.37,Kuwait,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Cairo,30.05,Egypt,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
"Jerusalem (declared, de facto)",31.78,Israel,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Amman,31.93,Jordan,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
Hamilton,32.28,Bermuda,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1,1.06,1.02
